,Province_State,Confirmed,Deaths,Recovered,Lat,Long_
2097,Diamond Princess,0,0,0,,
2098,District of Columbia,158,5,5,38.8974,-77.0268
2099,Florida,6624,97,97,27.7663,-81.6868
2100,Georgia,3589,2,2,33.0406,-83.6431
2101,Grand Princess,0,0,0,,
2102,Guam,0,0,0,13.4443,144.7937
2103,Hawaii,44,2,2,21.0943,-157.4983
2104,Idaho,0,0,0,44.2405,-114.4788
2105,Illinois,2065,62,62,40.3495,-88.9861
2106,Indiana,1724,65,65,39.8494,-86.2583
2107,Iowa,284,0,0,42.0115,-93.2105
2108,Kansas,0,1,1,38.5266,-96.7265
2109,Kentucky,1537,31,31,37.6681,-84.6701
2110,Louisiana,1951,43,43,31.1695,-91.8678
2111,Maine,154,1,1,44.6939,-69.3819
2112,Maryland,1566,20,20,39.0639,-76.8021
2113,Massachusetts,3107,78,78,42.2302,-71.5301
2114,Michigan,0,0,0,43.3266,-84.5361
2115,Minnesota,901,10,10,45.6945,-93.9002
2116,Mississippi,900,3,3,32.7416,-89.6787
2117,Missouri,805,2,2,38.4561,-92.2884
2118,Montana,73,2,2,46.9219,-110.4544
2119,Nebraska,301,0,0,41.1254,-98.2681
2120,Nevada,651,24,24,38.3135,-117.0554
2121,New Hampshire,337,6,6,43.4525,-71.5639
2122,New Jersey,4332,25,25,40.2989,-74.521
2123,New Mexico,342,13,13,34.8405,-106.2485
2124,New York,9923,179,179,42.1657,-74.9481
2125,North Carolina,4674,57,57,35.6301,-79.8064
2126,North Dakota,49,0,0,47.5289,-99.78399999999999
2127,Northern Mariana Islands,0,0,0,15.0979,145.6739
2128,Ohio,2138,60,60,40.3888,-82.7649
2129,Oklahoma,2192,52,52,35.5653,-96.9289
2130,Oregon,381,3,3,44.571999999999996,-122.0709
2131,Pennsylvania,4378,64,64,40.5908,-77.2098
2132,Puerto Rico,484,11,11,18.2208,-66.5901
2133,Rhode Island,0,12,12,41.6809,-71.5118
2134,South Carolina,3392,40,40,33.8569,-80.945
2135,South Dakota,97,5,5,44.2998,-99.4388
2136,Tennessee,2387,6,6,35.7478,-86.6923
2137,Texas,8356,140,140,31.0545,-97.5635
2138,Utah,908,3,3,40.15,-111.8624
2139,Vermont,134,1,1,44.0459,-72.7107
2140,Virgin Islands,17,0,0,18.3358,-64.8963
2141,Virginia,2949,5,5,37.7693,-78.17
2142,Washington,0,0,0,47.4009,-121.4905
2143,West Virginia,518,10,10,38.4912,-80.9545
2144,Wisconsin,766,2,2,44.2685,-89.6165
2145,Wyoming,9,0,0,42.756,-107.3025
2146,Alabama,925,8,8,32.3182,-86.9023
2147,Alaska,505,0,0,61.3707,-152.4044
2148,American Samoa,0,0,0,-14.270999999999999,-170.132
2149,Arizona,2250,7,7,33.7298,-111.4312
2150,Arkansas,637,30,30,34.9697,-92.3731
2151,California,9449,182,182,36.1162,-119.6816
2152,Colorado,946,2,2,39.0598,-105.3111
2153,Connecticut,4367,68,68,41.5978,-72.7554
2154,Delaware,337,4,4,39.3185,-75.5071
2155,Diamond Princess,0,0,0,,
2156,District of Columbia,101,4,4,38.8974,-77.0268
2157,Florida,5737,119,119,27.7663,-81.6868
2158,Georgia,2704,38,38,33.0406,-83.6431
2159,Grand Princess,0,0,0,,
2160,Guam,28,1,1,13.4443,144.7937
2161,Hawaii,-11,0,0,21.0943,-157.4983
2162,Idaho,449,9,9,44.2405,-114.4788
2163,Illinois,1742,41,41,40.3495,-88.9861
2164,Indiana,1033,58,58,39.8494,-86.2583
2165,Iowa,629,2,2,42.0115,-93.2105
2166,Kansas,1412,92,92,38.5266,-96.7265
2167,Kentucky,1003,40,40,37.6681,-84.6701
2168,Louisiana,1177,23,23,31.1695,-91.8678
2169,Maine,200,1,1,44.6939,-69.3819
2170,Maryland,903,23,23,39.0639,-76.8021
2171,Massachusetts,1369,55,55,42.2302,-71.5301
2172,Michigan,2128,9,9,43.3266,-84.5361
2173,Minnesota,564,3,3,45.6945,-93.9002
2174,Mississippi,635,1,1,32.7416,-89.6787
2175,Missouri,953,1,1,38.4561,-92.2884
2176,Montana,124,0,0,46.9219,-110.4544
2177,Nebraska,104,0,0,41.1254,-98.2681
2178,Nevada,548,2,2,38.3135,-117.0554
2179,New Hampshire,300,2,2,43.4525,-71.5639
2180,New Jersey,2561,22,22,40.2989,-74.521
2181,New Mexico,311,13,13,34.8405,-106.2485
2182,New York,8972,124,124,42.1657,-74.9481
2183,North Carolina,3084,8,8,35.6301,-79.8064
2184,North Dakota,29,1,1,47.5289,-99.78399999999999
2185,Northern Mariana Islands,0,0,0,15.0979,145.6739
2186,Ohio,1926,66,66,40.3888,-82.7649
2187,Oklahoma,1057,4,4,35.5653,-96.9289
2188,Oregon,297,1,1,44.571999999999996,-122.0709
2189,Pennsylvania,2363,29,29,40.5908,-77.2098
2190,Puerto Rico,322,5,5,18.2208,-66.5901
2191,Rhode Island,1213,8,8,41.6809,-71.5118
2192,South Carolina,2030,39,39,33.8569,-80.945
2193,South Dakota,54,0,0,44.2998,-99.4388
2194,Tennessee,1226,97,97,35.7478,-86.6923
2195,Texas,9717,160,160,31.0545,-97.5635
2196,Utah,514,2,2,40.15,-111.8624
2197,Vermont,146,0,0,44.0459,-72.7107
2198,Virgin Islands,0,0,0,18.3358,-64.8963
2199,Virginia,1700,42,42,37.7693,-78.17
2200,Washington,3068,2,2,47.4009,-121.4905
2201,West Virginia,398,2,2,38.4912,-80.9545
2202,Wisconsin,609,1,1,44.2685,-89.6165
2203,Wyoming,157,0,0,42.756,-107.3025
2204,Alabama,1318,56,56,32.3182,-86.9023
2205,Alaska,125,1,1,61.3707,-152.4044
2206,American Samoa,0,0,0,-14.270999999999999,-170.132
2207,Arizona,4381,231,231,33.7298,-111.4312
2208,Arkansas,1475,42,42,34.9697,-92.3731
2209,California,9757,509,509,36.1162,-119.6816
2210,Colorado,934,13,13,39.0598,-105.3111
2211,Connecticut,869,16,16,41.5978,-72.7554
2212,Delaware,279,4,4,39.3185,-75.5071
2213,Diamond Princess,0,0,0,,
2214,District of Columbia,145,5,5,38.8974,-77.0268
2215,Florida,7023,233,233,27.7663,-81.6868
2216,Georgia,3721,171,171,33.0406,-83.6431
2217,Grand Princess,0,0,0,,
2218,Guam,9,0,0,13.4443,144.7937
2219,Hawaii,29,0,0,21.0943,-157.4983
2220,Idaho,437,4,4,44.2405,-114.4788
2221,Illinois,2082,23,23,40.3495,-88.9861
2222,Indiana,1130,67,67,39.8494,-86.2583
2223,Iowa,931,35,35,42.0115,-93.2105
2224,Kansas,3,0,0,38.5266,-96.7265
2225,Kentucky,2328,35,35,37.6681,-84.6701
2226,Louisiana,1365,20,20,31.1695,-91.8678
2227,Maine,217,3,3,44.6939,-69.3819
2228,Maryland,976,41,41,39.0639,-76.8021
2229,Massachusetts,1593,70,70,42.2302,-71.5301
2230,Michigan,918,62,62,43.3266,-84.5361
2231,Minnesota,572,6,6,45.6945,-93.9002
2232,Mississippi,656,72,72,32.7416,-89.6787
2233,Missouri,1103,10,10,38.4561,-92.2884
2234,Montana,374,1,1,46.9219,-110.4544
2235,Nebraska,344,10,10,41.1254,-98.2681
2236,Nevada,546,37,37,38.3135,-117.0554
2237,New Hampshire,229,3,3,43.4525,-71.5639
2238,New Jersey,3576,92,92,40.2989,-74.521
2239,New Mexico,413,18,18,34.8405,-106.2485
2240,New York,8279,170,170,42.1657,-74.9481
2241,North Carolina,2786,55,55,35.6301,-79.8064
2242,North Dakota,-9,3,3,47.5289,-99.78399999999999
2243,Northern Mariana Islands,0,0,0,15.0979,145.6739
2244,Ohio,3207,59,59,40.3888,-82.7649
2245,Oklahoma,1081,53,53,35.5653,-96.9289
2246,Oregon,513,7,7,44.571999999999996,-122.0709
2247,Pennsylvania,4470,142,142,40.5908,-77.2098
2248,Puerto Rico,241,5,5,18.2208,-66.5901
2249,Rhode Island,330,7,7,41.6809,-71.5118
2250,South Carolina,1908,3,3,33.8569,-80.945
2251,South Dakota,122,0,0,44.2998,-99.4388
2252,Tennessee,1636,65,65,35.7478,-86.6923
2253,Texas,13755,317,317,31.0545,-97.5635
2254,Utah,918,10,10,40.15,-111.8624
2255,Vermont,59,3,3,44.0459,-72.7107
2256,Virgin Islands,19,0,0,18.3358,-64.8963
2257,Virginia,3291,78,78,37.7693,-78.17
2258,Washington,811,107,107,47.4009,-121.4905
2259,West Virginia,416,19,19,38.4912,-80.9545
2260,Wisconsin,865,49,49,44.2685,-89.6165
2261,Wyoming,46,23,23,42.756,-107.3025
2262,Alabama,1401,309,309,32.3182,-86.9023
2263,Alaska,205,0,0,61.3707,-152.4044
2264,American Samoa,0,0,0,-14.270999999999999,-170.132
2265,Arizona,1977,176,176,33.7298,-111.4312
2266,Arkansas,1092,26,26,34.9697,-92.3731
2267,California,9143,577,577,36.1162,-119.6816
2268,Colorado,751,24,24,39.0598,-105.3111
2269,Connecticut,888,28,28,41.5978,-72.7554
2270,Delaware,251,3,3,39.3185,-75.5071
2271,Diamond Princess,0,0,0,,
2272,District of Columbia,67,4,4,38.8974,-77.0268
2273,Florida,7537,160,160,27.7663,-81.6868
2274,Georgia,3490,120,120,33.0406,-83.6431
2275,Grand Princess,0,0,0,,
2276,Guam,0,0,0,13.4443,144.7937
2277,Hawaii,76,5,5,21.0943,-157.4983
2278,Idaho,458,11,11,44.2405,-114.4788
2279,Illinois,2825,67,67,40.3495,-88.9861
2280,Indiana,1431,59,59,39.8494,-86.2583
2281,Iowa,911,29,29,42.0115,-93.2105
2282,Kansas,1872,103,103,38.5266,-96.7265
2283,Kentucky,1911,49,49,37.6681,-84.6701
2284,Louisiana,333,50,50,31.1695,-91.8678
2285,Maine,253,2,2,44.6939,-69.3819
2286,Maryland,1137,33,33,39.0639,-76.8021
2287,Massachusetts,2050,83,83,42.2302,-71.5301
2288,Michigan,1239,14,14,43.3266,-84.5361
2289,Minnesota,651,11,11,45.6945,-93.9002
2290,Mississippi,784,25,25,32.7416,-89.6787
2291,Missouri,1439,11,11,38.4561,-92.2884
2292,Montana,307,5,5,46.9219,-110.4544
2293,Nebraska,462,8,8,41.1254,-98.2681
2294,Nevada,659,23,23,38.3135,-117.0554
2295,New Hampshire,393,7,7,43.4525,-71.5639
2296,New Jersey,4370,147,147,40.2989,-74.521
2297,New Mexico,510,31,31,34.8405,-106.2485
2298,New York,6584,172,172,42.1657,-74.9481
2299,North Carolina,3833,135,135,35.6301,-79.8064
2300,North Dakota,39,2,2,47.5289,-99.78399999999999
2301,Northern Mariana Islands,0,0,0,15.0979,145.6739
2302,Ohio,3281,46,46,40.3888,-82.7649
2303,Oklahoma,1672,30,30,35.5653,-96.9289
2304,Oregon,543,13,13,44.571999999999996,-122.0709
2305,Pennsylvania,3086,126,126,40.5908,-77.2098
2306,Puerto Rico,92,4,4,18.2208,-66.5901
2307,Rhode Island,459,10,10,41.6809,-71.5118
2308,South Carolina,2829,49,49,33.8569,-80.945
2309,South Dakota,175,6,6,44.2998,-99.4388
2310,Tennessee,2947,100,100,35.7478,-86.6923
2311,Texas,12727,349,349,31.0545,-97.5635
2312,Utah,1299,17,17,40.15,-111.8624
2313,Vermont,17,1,1,44.0459,-72.7107
2314,Virgin Islands,0,0,0,18.3358,-64.8963
2315,Virginia,3203,34,34,37.7693,-78.17
2316,Washington,681,45,45,47.4009,-121.4905
2317,West Virginia,429,25,25,38.4912,-80.9545
2318,Wisconsin,999,42,42,44.2685,-89.6165
2319,Wyoming,44,0,0,42.756,-107.3025
2320,Alabama,1503,133,133,32.3182,-86.9023
2321,Alaska,158,0,0,61.3707,-152.4044
2322,American Samoa,0,0,0,-14.270999999999999,-170.132
2323,Arizona,1861,200,200,33.7298,-111.4312
2324,Arkansas,1103,25,25,34.9697,-92.3731
2325,California,10986,530,530,36.1162,-119.6816
2326,Colorado,1722,11,11,39.0598,-105.3111
2327,Connecticut,1003,28,28,41.5978,-72.7554
2328,Delaware,414,4,4,39.3185,-75.5071
2329,Diamond Princess,0,0,0,,
2330,District of Columbia,185,8,8,38.8974,-77.0268
2331,Florida,8525,174,174,27.7663,-81.6868
2332,Georgia,4179,92,92,33.0406,-83.6431
2333,Grand Princess,0,0,0,,
2334,Guam,13,0,0,13.4443,144.7937
2335,Hawaii,124,1,1,21.0943,-157.4983
2336,Idaho,323,0,0,44.2405,-114.4788
2337,Illinois,2838,116,116,40.3495,-88.9861
2338,Indiana,1701,26,26,39.8494,-86.2583
2339,Iowa,371,22,22,42.0115,-93.2105
2340,Kansas,63,0,0,38.5266,-96.7265
2341,Kentucky,1871,36,36,37.6681,-84.6701
2342,Louisiana,2728,27,27,31.1695,-91.8678
2343,Maine,175,0,0,44.6939,-69.3819
2344,Maryland,1199,21,21,39.0639,-76.8021
2345,Massachusetts,2450,62,62,42.2302,-71.5301
2346,Michigan,1507,80,80,43.3266,-84.5361
2347,Minnesota,898,24,24,45.6945,-93.9002
2348,Mississippi,911,23,23,32.7416,-89.6787
2349,Missouri,1384,225,225,38.4561,-92.2884
2350,Montana,247,0,0,46.9219,-110.4544
2351,Nebraska,374,4,4,41.1254,-98.2681
2352,Nevada,592,55,55,38.3135,-117.0554
2353,New Hampshire,410,1,1,43.4525,-71.5639
2354,New Jersey,3656,79,79,40.2989,-74.521
2355,New Mexico,533,18,18,34.8405,-106.2485
2356,New York,10011,140,140,42.1657,-74.9481
2357,North Carolina,4568,113,113,35.6301,-79.8064
2358,North Dakota,139,1,1,47.5289,-99.78399999999999
2359,Northern Mariana Islands,1,0,0,15.0979,145.6739
2360,Ohio,2806,50,50,40.3888,-82.7649
2361,Oklahoma,1696,48,48,35.5653,-96.9289
2362,Oregon,607,12,12,44.571999999999996,-122.0709
2363,Pennsylvania,4071,114,114,40.5908,-77.2098
2364,Puerto Rico,142,5,5,18.2208,-66.5901
2365,Rhode Island,488,10,10,41.6809,-71.5118
2366,South Carolina,3147,95,95,33.8569,-80.945
2367,South Dakota,279,14,14,44.2998,-99.4388
2368,Tennessee,1624,81,81,35.7478,-86.6923
2369,Texas,12176,387,387,31.0545,-97.5635
2370,Utah,1242,9,9,40.15,-111.8624
2371,Vermont,127,1,1,44.0459,-72.7107
2372,Virgin Islands,20,1,1,18.3358,-64.8963
2373,Virginia,3699,26,26,37.7693,-78.17
2374,Washington,1453,30,30,47.4009,-121.4905
2375,West Virginia,469,12,12,38.4912,-80.9545
2376,Wisconsin,1428,18,18,44.2685,-89.6165
2377,Wyoming,105,0,0,42.756,-107.3025
2378,Alabama,1097,159,159,32.3182,-86.9023
2379,Alaska,155,2,2,61.3707,-152.4044
2380,American Samoa,0,0,0,-14.270999999999999,-170.132
2381,Arizona,2426,172,172,33.7298,-111.4312
2382,Arkansas,565,13,13,34.9697,-92.3731
2383,California,9748,418,418,36.1162,-119.6816
2384,Colorado,2091,9,9,39.0598,-105.3111
2385,Connecticut,838,27,27,41.5978,-72.7554
2386,Delaware,388,2,2,39.3185,-75.5071
2387,Diamond Princess,0,0,0,,
2388,District of Columbia,137,3,3,38.8974,-77.0268
2389,Florida,7617,183,183,27.7663,-81.6868
2390,Georgia,3900,195,195,33.0406,-83.6431
2391,Grand Princess,0,0,0,,
2392,Guam,3,0,0,13.4443,144.7937
2393,Hawaii,87,1,1,21.0943,-157.4983
2394,Idaho,349,5,5,44.2405,-114.4788
2395,Illinois,2598,42,42,40.3495,-88.9861
2396,Indiana,1419,90,90,39.8494,-86.2583
2397,Iowa,1133,27,27,42.0115,-93.2105
2398,Kansas,1199,59,59,38.5266,-96.7265
2399,Kentucky,1423,42,42,37.6681,-84.6701
2400,Louisiana,1170,37,37,31.1695,-91.8678
2401,Maine,201,2,2,44.6939,-69.3819
2402,Maryland,1112,36,36,39.0639,-76.8021
2403,Massachusetts,2416,89,89,42.2302,-71.5301
2404,Michigan,1535,8,8,43.3266,-84.5361
2405,Minnesota,1048,19,19,45.6945,-93.9002
2406,Mississippi,984,39,39,32.7416,-89.6787
2407,Missouri,1082,31,31,38.4561,-92.2884
2408,Montana,221,4,4,46.9219,-110.4544
2409,Nebraska,479,12,12,41.1254,-98.2681
2410,Nevada,636,26,26,38.3135,-117.0554
2411,New Hampshire,393,9,9,43.4525,-71.5639
2412,New Jersey,3732,64,64,40.2989,-74.521
2413,New Mexico,401,23,23,34.8405,-106.2485
2414,New York,8715,147,147,42.1657,-74.9481
2415,North Carolina,4128,82,82,35.6301,-79.8064
2416,North Dakota,113,1,1,47.5289,-99.78399999999999
2417,Northern Mariana Islands,0,0,0,15.0979,145.6739
2418,Ohio,3305,51,51,40.3888,-82.7649
2419,Oklahoma,1439,11,11,35.5653,-96.9289
2420,Oregon,494,38,38,44.571999999999996,-122.0709
2421,Pennsylvania,3492,104,104,40.5908,-77.2098
2422,Puerto Rico,288,5,5,18.2208,-66.5901
2423,Rhode Island,440,5,5,41.6809,-71.5118
2424,South Carolina,3870,57,57,33.8569,-80.945
2425,South Dakota,209,2,2,44.2998,-99.4388
2426,Tennessee,2246,81,81,35.7478,-86.6923
2427,Texas,11606,366,366,31.0545,-97.5635
2428,Utah,1060,11,11,40.15,-111.8624
2429,Vermont,166,1,1,44.0459,-72.7107
2430,Virgin Islands,19,0,0,18.3358,-64.8963
2431,Virginia,3191,8,8,37.7693,-78.17
2432,Washington,1008,42,42,47.4009,-121.4905
2433,West Virginia,467,13,13,38.4912,-80.9545
2434,Wisconsin,1102,11,11,44.2685,-89.6165
2435,Wyoming,107,0,0,42.756,-107.3025
2436,Alabama,1189,62,62,32.3182,-86.9023
2437,Alaska,1,0,0,61.3707,-152.4044
2438,American Samoa,0,0,0,-14.270999999999999,-170.132
2439,Arizona,1791,114,114,33.7298,-111.4312
2440,Arkansas,954,40,40,34.9697,-92.3731
2441,California,10314,513,513,36.1162,-119.6816
2442,Colorado,1209,24,24,39.0598,-105.3111
2443,Connecticut,0,0,0,41.5978,-72.7554
2444,Delaware,409,4,4,39.3185,-75.5071
2445,Diamond Princess,0,0,0,,
2446,District of Columbia,126,3,3,38.8974,-77.0268
2447,Florida,7515,118,118,27.7663,-81.6868
2448,Georgia,3823,142,142,33.0406,-83.6431
2449,Grand Princess,0,0,0,,
2450,Guam,0,0,0,13.4443,144.7937
2451,Hawaii,43,0,0,21.0943,-157.4983
2452,Idaho,258,7,7,44.2405,-114.4788
2453,Illinois,2092,60,60,40.3495,-88.9861
2454,Indiana,1232,32,32,39.8494,-86.2583
2455,Iowa,474,13,13,42.0115,-93.2105
2456,Kansas,0,0,0,38.5266,-96.7265
2457,Kentucky,764,19,19,37.6681,-84.6701
2458,Louisiana,0,0,0,31.1695,-91.8678
2459,Maine,160,4,4,44.6939,-69.3819
2460,Maryland,1159,33,33,39.0639,-76.8021
2461,Massachusetts,2083,66,66,42.2302,-71.5301
2462,Michigan,944,92,92,43.3266,-84.5361
2463,Minnesota,940,7,7,45.6945,-93.9002
2464,Mississippi,695,32,32,32.7416,-89.6787
2465,Missouri,814,28,28,38.4561,-92.2884
2466,Montana,234,3,3,46.9219,-110.4544
2467,Nebraska,1542,0,0,41.1254,-98.2681
2468,Nevada,813,31,31,38.3135,-117.0554
2469,New Hampshire,434,4,4,43.4525,-71.5639
2470,New Jersey,3757,47,47,40.2989,-74.521
2471,New Mexico,565,14,14,34.8405,-106.2485
2472,New York,8755,156,156,42.1657,-74.9481
2473,North Carolina,4130,77,77,35.6301,-79.8064
2474,North Dakota,85,0,0,47.5289,-99.78399999999999
2475,Northern Mariana Islands,0,0,0,15.0979,145.6739
2476,Ohio,2799,36,36,40.3888,-82.7649
2477,Oklahoma,1474,35,35,35.5653,-96.9289
2478,Oregon,458,43,43,44.571999999999996,-122.0709
2479,Pennsylvania,3860,95,95,40.5908,-77.2098
2480,Puerto Rico,389,8,8,18.2208,-66.5901
2481,Rhode Island,0,7,7,41.6809,-71.5118
2482,South Carolina,2983,17,17,33.8569,-80.945
2483,South Dakota,137,7,7,44.2998,-99.4388
2484,Tennessee,1792,9,9,35.7478,-86.6923
2485,Texas,9213,248,248,31.0545,-97.5635
2486,Utah,943,5,5,40.15,-111.8624
2487,Vermont,146,0,0,44.0459,-72.7107
2488,Virgin Islands,0,0,0,18.3358,-64.8963
2489,Virginia,3215,30,30,37.7693,-78.17
2490,Washington,880,0,0,47.4009,-121.4905
2491,West Virginia,395,1,1,38.4912,-80.9545
2492,Wisconsin,866,10,10,44.2685,-89.6165
2493,Wyoming,0,0,0,42.756,-107.3025
2494,Alabama,1075,0,0,32.3182,-86.9023
2495,Alaska,1,0,0,61.3707,-152.4044
2496,American Samoa,0,0,0,-14.270999999999999,-170.132
2497,Arizona,1947,30,30,33.7298,-111.4312
2498,Arkansas,466,13,13,34.9697,-92.3731
2499,California,6788,248,248,36.1162,-119.6816
2500,Colorado,853,10,10,39.0598,-105.3111
2501,Connecticut,0,0,0,41.5978,-72.7554
2502,Delaware,331,5,5,39.3185,-75.5071
2503,Diamond Princess,0,0,0,,
2504,District of Columbia,122,0,0,38.8974,-77.0268
2505,Florida,5436,96,96,27.7663,-81.6868
2506,Georgia,1929,21,21,33.0406,-83.6431
2507,Grand Princess,0,0,0,,
2508,Guam,0,0,0,13.4443,144.7937
2509,Hawaii,32,1,1,21.0943,-157.4983
2510,Idaho,0,0,0,44.2405,-114.4788
2511,Illinois,1631,34,34,40.3495,-88.9861
2512,Indiana,1218,24,24,39.8494,-86.2583
2513,Iowa,219,0,0,42.0115,-93.2105
2514,Kansas,0,0,0,38.5266,-96.7265
2515,Kentucky,1708,10,10,37.6681,-84.6701
2516,Louisiana,1306,16,16,31.1695,-91.8678
2517,Maine,104,2,2,44.6939,-69.3819
2518,Maryland,847,18,18,39.0639,-76.8021
2519,Massachusetts,1882,60,60,42.2302,-71.5301
2520,Michigan,0,0,0,43.3266,-84.5361
2521,Minnesota,776,7,7,45.6945,-93.9002
2522,Mississippi,1093,1,1,32.7416,-89.6787
2523,Missouri,554,2,2,38.4561,-92.2884
2524,Montana,104,0,0,46.9219,-110.4544
2525,Nebraska,209,0,0,41.1254,-98.2681
2526,Nevada,512,15,15,38.3135,-117.0554
2527,New Hampshire,288,3,3,43.4525,-71.5639
2528,New Jersey,2168,14,14,40.2989,-74.521
2529,New Mexico,282,13,13,34.8405,-106.2485
2530,New York,8330,134,134,42.1657,-74.9481
2531,North Carolina,3170,38,38,35.6301,-79.8064
2532,North Dakota,46,0,0,47.5289,-99.78399999999999
2533,Northern Mariana Islands,0,0,0,15.0979,145.6739
2534,Ohio,1809,43,43,40.3888,-82.7649
2535,Oklahoma,1277,30,30,35.5653,-96.9289
2536,Oregon,247,0,0,44.571999999999996,-122.0709
2537,Pennsylvania,2471,25,25,40.5908,-77.2098
2538,Puerto Rico,296,4,4,18.2208,-66.5901
2539,Rhode Island,0,3,3,41.6809,-71.5118
2540,South Carolina,4153,87,87,33.8569,-80.945
2541,South Dakota,110,6,6,44.2998,-99.4388
2542,Tennessee,1347,31,31,35.7478,-86.6923
2543,Texas,4875,124,124,31.0545,-97.5635
2544,Utah,710,4,4,40.15,-111.8624
2545,Vermont,116,0,0,44.0459,-72.7107
2546,Virgin Islands,0,0,0,18.3358,-64.8963
2547,Virginia,2575,16,16,37.7693,-78.17
2548,Washington,0,0,0,47.4009,-121.4905
2549,West Virginia,306,9,9,38.4912,-80.9545
2550,Wisconsin,562,1,1,44.2685,-89.6165
2551,Wyoming,50,0,0,42.756,-107.3025
2552,Alabama,674,2,2,32.3182,-86.9023
2553,Alaska,0,0,0,61.3707,-152.4044
2554,American Samoa,0,0,0,-14.270999999999999,-170.132
2555,Arizona,1338,0,0,33.7298,-111.4312
2556,Arkansas,320,10,10,34.9697,-92.3731
2557,California,5797,56,56,36.1162,-119.6816
2558,Colorado,533,2,2,39.0598,-105.3111
2559,Connecticut,2905,66,66,41.5978,-72.7554
2560,Delaware,236,3,3,39.3185,-75.5071
2561,Diamond Princess,0,0,0,,
2562,District of Columbia,83,1,1,38.8974,-77.0268
2563,Florida,3615,155,155,27.7663,-81.6868
2564,Georgia,2070,57,57,33.0406,-83.6431
2565,Grand Princess,0,0,0,,
2566,Guam,10,0,0,13.4443,144.7937
2567,Hawaii,21,0,0,21.0943,-157.4983
2568,Idaho,0,0,0,44.2405,-114.4788
2569,Illinois,1420,45,45,40.3495,-88.9861
2570,Indiana,777,18,18,39.8494,-86.2583
2571,Iowa,468,1,1,42.0115,-93.2105
2572,Kansas,1353,41,41,38.5266,-96.7265
2573,Kentucky,723,9,9,37.6681,-84.6701
2574,Louisiana,503,33,33,31.1695,-91.8678
2575,Maine,148,0,0,44.6939,-69.3819
2576,Maryland,722,26,26,39.0639,-76.8021
2577,Massachusetts,1573,33,33,42.2302,-71.5301
2578,Michigan,1452,11,11,43.3266,-84.5361
2579,Minnesota,602,2,2,45.6945,-93.9002
2580,Mississippi,544,2,2,32.7416,-89.6787
2581,Missouri,654,1,1,38.4561,-92.2884
2582,Montana,138,1,1,46.9219,-110.4544
2583,Nebraska,92,1,1,41.1254,-98.2681
2584,Nevada,391,11,11,38.3135,-117.0554
2585,New Hampshire,258,2,2,43.4525,-71.5639
2586,New Jersey,1445,12,12,40.2989,-74.521
2587,New Mexico,190,9,9,34.8405,-106.2485
2588,New York,6538,116,116,42.1657,-74.9481
2589,North Carolina,2458,10,10,35.6301,-79.8064
2590,North Dakota,46,0,0,47.5289,-99.78399999999999
2591,Northern Mariana Islands,0,0,0,15.0979,145.6739
2592,Ohio,1915,55,55,40.3888,-82.7649
2593,Oklahoma,732,17,17,35.5653,-96.9289
2594,Oregon,183,0,0,44.571999999999996,-122.0709
2595,Pennsylvania,1887,21,21,40.5908,-77.2098
